param	Comm H_mean	Comm H_sigma	dummy Comm H_mean	dummy Comm H_sigma	dummy logComm H_mean	dummy logComm H_sigma	logComm H_mean	logComm H_sigma	
0.0	0.19741935483870962	0.00364958338676927	0.19741935483870962	0.00364958338676927	null	null	null	null	
0.002173913043478261	0.7779032258064515	0.06639665228993431	0.7779032258064515	0.06639665228993431	0.8285806451612903	0.1075932268440372	0.8285806451612903	0.1075932268440372	
0.010869565217391304	0.7867096774193548	0.07726579753428477	0.7867096774193548	0.07726579753428477	0.822774193548387	0.10630109919751565	0.822774193548387	0.10630109919751565	
0.021739130434782608	0.7953225806451613	0.08230917661462452	0.7953225806451613	0.08230917661462452	0.8341290322580643	0.10568429875070384	0.8341290322580643	0.10568429875070384	
0.043478260869565216	0.7931612903225806	0.09056250775739186	0.7931612903225806	0.09056250775739186	0.8310645161290322	0.10646823482696972	0.8310645161290322	0.10646823482696972	
0.06521739130434782	0.8377419354838709	0.08233695001612668	0.8377419354838709	0.08233695001612668	0.8342903225806451	0.07250454792151181	0.8342903225806451	0.07250454792151181	
0.08695652173913043	0.845516129032258	0.06722338653725564	0.845516129032258	0.06722338653725564	0.8430322580645161	0.07515339845041762	0.8430322580645161	0.07515339845041762	
0.10869565217391304	0.854774193548387	0.07803974843328311	0.854774193548387	0.07803974843328311	0.8662903225806451	0.11817886719951666	0.8662903225806451	0.11817886719951666	
0.13043478260869565	0.8918387096774193	0.05009669226164408	0.8918387096774193	0.05009669226164408	0.8498709677419354	0.0901074242307009	0.8498709677419354	0.0901074242307009	
0.15217391304347827	0.9046129032258063	0.06910106944606167	0.9046129032258063	0.06910106944606167	0.8894193548387097	0.0644205026075009	0.8894193548387097	0.0644205026075009	
0.17391304347826086	0.9132903225806451	0.05796383146317266	0.9132903225806451	0.05796383146317266	0.9127741935483871	0.042519016985474056	0.9127741935483871	0.042519016985474056	
0.19565217391304346	0.9074193548387097	0.06373215428559767	0.9074193548387097	0.06373215428559767	0.9164193548387096	0.060807844407577284	0.9164193548387096	0.060807844407577284	
0.21739130434782605	0.8734838709677419	0.09255445285331264	0.8734838709677419	0.09255445285331264	0.9372903225806452	0.041454980826318606	0.9372903225806452	0.041454980826318606	
0.23913043478260865	0.817741935483871	0.15975571014315493	0.817741935483871	0.15975571014315493	0.9372258064516128	0.03880013326111001	0.9372258064516128	0.03880013326111001	
0.26086956521739124	0.8047096774193548	0.22700761935195748	0.8047096774193548	0.22700761935195748	0.9435483870967742	0.04357585752456333	0.9435483870967742	0.04357585752456333	
0.28260869565217384	0.6289677419354838	0.28555458695269803	0.6289677419354838	0.28555458695269803	0.9558064516129032	0.03381066487193022	0.9558064516129032	0.03381066487193022	
0.30434782608695643	0.37554838709677413	0.2253498096503438	0.37554838709677413	0.2253498096503438	0.9464193548387098	0.03320316241292366	0.9464193548387098	0.03320316241292366	
0.326086956521739	0.24651612903225803	0.07327415390331211	0.24651612903225803	0.07327415390331211	0.9525483870967741	0.026593052224950006	0.9525483870967741	0.026593052224950006	
0.3478260869565216	0.23829032258064514	0.054827544720480695	0.23829032258064514	0.054827544720480695	0.9588064516129032	0.025987292001843618	0.9588064516129032	0.025987292001843618	
0.3695652173913042	0.21554838709677412	0.02341262974029673	0.21554838709677412	0.02341262974029673	0.9618709677419355	0.01992632980489841	0.9618709677419355	0.01992632980489841	
0.3913043478260868	0.22509677419354834	0.03256371326240304	0.22509677419354834	0.03256371326240304	0.9494193548387097	0.02614862754767244	0.9494193548387097	0.02614862754767244	
0.4130434782608694	0.2233870967741935	0.03621509526726101	0.2233870967741935	0.03621509526726101	0.9524193548387097	0.016491448012706047	0.9524193548387097	0.016491448012706047	
0.434782608695652	0.23506451612903226	0.04448834258249098	0.23506451612903226	0.04448834258249098	0.9556129032258065	0.022022387415131312	0.9556129032258065	0.022022387415131312	
0.4565217391304346	0.2295806451612903	0.04656151127586767	0.2295806451612903	0.04656151127586767	0.9586774193548386	0.015114661767530903	0.9586774193548386	0.015114661767530903	
0.4782608695652172	0.21054838709677415	0.01573500787692969	0.21054838709677415	0.01573500787692969	0.9494838709677419	0.029696581004279576	0.9494838709677419	0.029696581004279576	
0.4999999999999998	0.2271612903225806	0.03503489168104169	0.2271612903225806	0.03503489168104169	0.9495483870967742	0.033266391331647556	0.9495483870967742	0.033266391331647556	
0.5217391304347824	0.21161290322580642	0.014637880494831534	0.21161290322580642	0.014637880494831534	0.9618709677419355	0.01992632980489841	0.9618709677419355	0.01992632980489841	
0.543478260869565	0.21096774193548384	0.015089052340034216	0.21096774193548384	0.015089052340034216	0.9495483870967742	0.033266391331647556	0.9495483870967742	0.033266391331647556	
