param	dummy logComm H_mean	dummy logComm H_sigma	logComm H_mean	logComm H_sigma	
0.0	null	null	null	null	
0.0018181818181818182	null	null	0.6593548387096773	0.0	
0.00909090909090909	null	null	0.6593548387096773	0.0	
0.01818181818181818	null	null	0.6593548387096773	0.0	
0.03636363636363636	null	null	0.6841935483870967	0.0	
0.05454545454545454	null	null	0.7625806451612903	0.0	
0.07272727272727272	null	null	0.7625806451612903	0.0	
0.09090909090909091	0.6841935483870967	0.0	0.7358064516129033	0.0	
0.1090909090909091	0.7358064516129033	0.0	0.7096774193548387	0.0	
0.1272727272727273	0.7625806451612903	0.0	0.6841935483870967	0.0	
0.14545454545454548	0.7096774193548387	0.0	0.6351612903225805	0.0	
0.16363636363636366	0.6351612903225805	0.0	0.6351612903225805	0.0	
0.18181818181818185	0.6841935483870967	0.0	0.6593548387096773	0.0	
0.20000000000000004	0.6841935483870967	0.0	0.6841935483870967	0.0	
0.21818181818181823	0.6841935483870967	0.0	0.6841935483870967	0.0	
0.23636363636363641	0.6841935483870967	0.0	0.6841935483870967	0.0	
0.2545454545454546	0.6841935483870967	0.0	0.6841935483870967	0.0	
0.27272727272727276	0.6841935483870967	0.0	0.7096774193548387	0.0	
0.29090909090909095	0.7096774193548387	0.0	0.7096774193548387	0.0	
0.30909090909090914	0.7096774193548387	0.0	0.7096774193548387	0.0	
0.3272727272727273	0.8180645161290322	0.0	0.7358064516129033	0.0	
0.3454545454545455	0.7625806451612903	0.0	0.8180645161290322	0.0	
0.3636363636363637	0.8180645161290322	0.0	0.846774193548387	0.0	
0.3818181818181819	0.846774193548387	0.0	0.8180645161290322	0.0	
0.4000000000000001	0.79	0.0	0.846774193548387	0.0	
0.41818181818181827	0.846774193548387	0.0	0.8761290322580645	0.0	
0.43636363636363645	0.8761290322580645	0.0	0.8761290322580645	0.0	
0.45454545454545464	0.7358064516129033	0.0	0.7358064516129033	0.0	
0.47272727272727283	0.7625806451612903	0.0	0.7358064516129033	0.0	
0.490909090909091	0.7625806451612903	0.0	0.7625806451612903	0.0	
0.5090909090909091	0.6841935483870967	0.0	0.6841935483870967	0.0	
0.5272727272727273	0.8180645161290322	0.0	0.8180645161290322	0.0	
0.5454545454545455	0.8180645161290322	0.0	0.8180645161290322	0.0	
0.5636363636363637	0.8180645161290322	0.0	0.8180645161290322	0.0	
0.5818181818181819	0.8180645161290322	0.0	0.8180645161290322	0.0	
0.6000000000000001	0.8180645161290322	0.0	0.8180645161290322	0.0	
0.6181818181818183	0.6593548387096773	0.0	0.6593548387096773	0.0	
0.6363636363636365	0.6593548387096773	0.0	0.6593548387096773	0.0	
0.6545454545454547	0.79	0.0	0.79	0.0	
0.6727272727272728	0.6841935483870967	0.0	0.6841935483870967	0.0	
0.690909090909091	0.6841935483870967	0.0	0.6841935483870967	0.0	
0.7090909090909092	0.7358064516129033	0.0	0.7358064516129033	0.0	
0.7272727272727274	0.7096774193548387	0.0	0.7096774193548387	0.0	
0.7454545454545456	0.7358064516129033	0.0	0.7358064516129033	0.0	
0.7636363636363638	0.7358064516129033	0.0	0.7358064516129033	0.0	
0.781818181818182	0.7358064516129033	0.0	0.7358064516129033	0.0	
0.8000000000000002	0.7358064516129033	0.0	0.7358064516129033	0.0	
0.8181818181818183	0.7358064516129033	0.0	0.7358064516129033	0.0	
0.8363636363636365	0.7096774193548387	0.0	0.7096774193548387	0.0	
0.8545454545454547	0.7096774193548387	0.0	0.7096774193548387	0.0	
0.8727272727272729	0.7358064516129033	0.0	0.7625806451612903	0.0	
0.8909090909090911	0.37935483870967746	0.0	0.1938709677419355	0.0	
0.9090909090909093	0.1935483870967742	0.0	0.1938709677419355	0.0	
0.9272727272727275	0.1935483870967742	0.0	0.1938709677419355	0.0	
0.9454545454545457	0.1935483870967742	0.0	0.19483870967741926	0.0	
0.9636363636363638	0.1935483870967742	0.0	0.1935483870967742	0.0	
0.981818181818182	0.1935483870967742	0.0	0.19483870967741926	0.0	
0.990909090909091	0.1935483870967742	0.0	null	null	
0.9981818181818182	0.1935483870967742	0.0	null	null	
1.0000000000000002	null	null	null	null	

