For	0.99999	0.6889338731443995	0
SP-CT	0.33333666666666667	0.805161943319838	1
pWalk	0.8888811111111111	0.8567813765182186	2
Walk	0.6666633333333333	0.8572874493927125	3
logFor	0.33333666666666667	0.8635290148448043	4
FE	0.8888811111111111	0.87027665317139	5
Comm Dummy	0.33333666666666667	0.8960863697705803	6
logComm Dummy	0.4444455555555556	0.9218960863697706	7
