param	RSP K_mean	RSP K_sigma	Heat K_mean	Heat K_sigma	logHeat K_mean	logHeat K_sigma	Comm K_mean	Comm K_sigma	logFor K_mean	logFor K_sigma	For K_mean	For K_sigma	FE K_mean	FE K_sigma	Walk K_mean	Walk K_sigma	logComm K_mean	logComm K_sigma	pWalk K_mean	pWalk K_sigma	SCCT K_mean	SCCT K_sigma	SCT K_mean	SCT K_sigma	SP-CT K_mean	SP-CT K_sigma	
0.48000000000000015			0.3261103569432245	0.00755872140347551			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6425776571109159	0.01419872920571091	0.3274710532619979	0.02468586242781698	0.30232691847001514	0.014757065180276517			
0.5000000000000001			0.3205909127205941	0.011487937015354863			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6406228539487343	0.020335921659816836	0.32804599536852186	0.03257029977418169	0.30232691847001514	0.014757065180276517			
0.5200000000000001			0.32333147009502516	0.00753225361301549			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.644609119220634	0.01892819769761454	0.32804599536852186	0.03257029977418169	0.30232691847001514	0.014757065180276517			
0.5400000000000001			0.3205909127205941	0.011487937015354863			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6500135750219596	0.020267400170469182	0.3281801485267108	0.03252744812543692	0.30232691847001514	0.014757065180276517			
0.5600000000000002			0.3205909127205941	0.011487937015354863			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.650799329234209	0.022287649690123847	0.3281801485267108	0.03252744812543692	0.30978200111794296	0.02794119066054663			
0.5800000000000002			0.32055258324682584	0.011441725109017772			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6531182623971892	0.01901888925726895	0.3281801485267108	0.03252744812543692	0.3310931885330991	0.057385611721232445			
0.6000000000000002			0.3271452527349677	0.023004810043534486			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6516042481833427	0.018545336723285837	0.34964465383694004	0.06530305001340438	0.3310931885330991	0.057385611721232445			
0.6200000000000002			0.3244046953605366	0.025111528485199965			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6603816976762756	0.024986785951351655	0.34964465383694004	0.06530305001340438	0.33573105485905935	0.06685916556727256			
0.6400000000000002			0.3271260879980835	0.023014547039855195			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6550539008224867	0.024136006023249595	0.34964465383694004	0.06530305001340438	0.33695759801964387	0.06890910941139314			
0.6600000000000003			0.33145731853389765	0.019350619742306688			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6551113950331391	0.022429027143506246	0.3515036333147009	0.06878954654471935	0.33571189012217517	0.0715963765194449			
0.6800000000000003			0.32653198115467535	0.009407914485058564			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6593659666214167	0.016567718289022846	0.3515036333147009	0.06878954654471935	0.33881657749740474	0.07262879025317831			
0.7000000000000003			0.32384891799089677	0.013622879505353193			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6559929729298092	0.012536616697735951	0.3515036333147009	0.06878954654471935	0.33571189012217517	0.0715963765194449			
0.7200000000000003			0.32384891799089677	0.013622879505353193			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.664444621895712	0.01983693766385566	0.3515036333147009	0.06878954654471935	0.33881657749740474	0.07262879025317831			
0.7400000000000003			0.3345045116984748	0.029883165619546664			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.66935079453805	0.014991369664950766	0.3515036333147009	0.06878954654471935	0.33881657749740474	0.07262879025317831			
0.7600000000000003			0.32910005589714925	0.03560798314081047			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6739886608640102	0.012440003284453561	0.3515036333147009	0.06878954654471935	0.3413463227661103	0.0708540046925807			
0.7800000000000004			0.32910005589714925	0.03560798314081047			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6768250419228619	0.011340966839134117	0.3515036333147009	0.06878954654471935	0.3413463227661103	0.0708540046925807			
0.8000000000000004			0.32139583166972774	0.03971001002368192			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.672378822965743	0.01714347042489253	0.3515036333147009	0.06878954654471935	0.34811147488620936	0.06772663865490662			
0.8200000000000004			0.326761957997285	0.028608337112026185			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6833410524634672	0.018441217652824683	0.35340094226623014	0.06631758445741422	0.350794538049988	0.06533288739849731			
0.8400000000000004			0.3331054859059331	0.030596849055401523			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6742761319172723	0.01583359895635415	0.35340094226623014	0.06631758445741422	0.34763235646410606	0.06838857879780667			
0.8600000000000004			0.3518677633154995	0.06881516367889207			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6763650882376429	0.016220914877251424	0.35340094226623014	0.06631758445741422	0.34763235646410606	0.06838857879780667			
0.8800000000000004			0.36344326439351593	0.05605923045273941			0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6842034656232532	0.01166662704036757	0.35340094226623014	0.06631758445741422	0.34763235646410606	0.06838857879780667			
0.9000000000000005							0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6855449972051425	0.015605527633603787	0.35340094226623014	0.06631758445741422	0.34763235646410606	0.06838857879780667			
0.9200000000000005							0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.691217759322846	0.013933468864337025	0.35340094226623014	0.06631758445741422	0.35299848279166335	0.06848249966143281			
0.9400000000000005							0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6945524235406852	0.018500871097272168	0.35340094226623014	0.06631758445741422	0.3502962548910006	0.06817174649933848			
0.9600000000000005							0.7151928451648966	0.006440321164500388			0.29604088477201945	0.012127584207600848							0.6976379461790306	0.017182605475396368	0.35340094226623014	0.06631758445741422	0.3502962548910006	0.06817174649933848			
0.9800000000000005											0.29604088477201945	0.012127584207600848							0.7086959993611754	0.018917231129633134							
0.99											0.29604088477201945	0.012127584207600848							0.7104399904176316	0.011252532461878108							
0.998											0.29604088477201945	0.012127584207600848							0.7148287151640981	0.012113834472744242							
1.0000000000000004											0.24331869360376907	0.008726165815020117							0.6184300886369081	0.007837943941312877			0.6181617823205302	0.0018412116393031056			


