param	RSP K_mean	RSP K_sigma	Heat K_mean	Heat K_sigma	logHeat K_mean	logHeat K_sigma	Comm K_mean	Comm K_sigma	logFor K_mean	logFor K_sigma	For K_mean	For K_sigma	FE K_mean	FE K_sigma	Walk K_mean	Walk K_sigma	logComm K_mean	logComm K_sigma	pWalk K_mean	pWalk K_sigma	SCCT K_mean	SCCT K_sigma	SCT K_mean	SCT K_sigma	SP-CT K_mean	SP-CT K_sigma	
0.8400000000000004	0.5480365630712979	0.047397323640124216					0.44968921389396704	0.011609106215319472	0.29189469835466175	0.14223753669859504	0.19271809872029247	0.005573277187352211	0.5996870201096892	0.061880679478810194	0.5852387568555758	0.07446944634019666			0.5739934186471664	0.06403126283497802	0.40865228519195607	0.13188795867467595	0.30980914076782445	0.10165392431480322	0.3160351005484461	0.136532610128131	
0.8600000000000004	0.5315568555758684	0.05782785707868833					0.44968921389396704	0.011609106215319472	0.24478098720292502	0.0990017059480032	0.19271809872029247	0.005573277187352211	0.60032760511883	0.0779643028597842	0.5787188299817184	0.0650073160845586			0.5802237659963436	0.06450893513162981	0.4031414990859231	0.13776945207777758	0.2958742230347349	0.09596840128970345	0.26775868372943323	0.12330036167205771	
0.8800000000000004	0.5541923217550274	0.07233831455774703					0.44968921389396704	0.011609106215319472	0.22777477148080436	0.08191412670199813	0.19271809872029247	0.005573277187352211	0.5833696526508226	0.0457948802927895	0.5695180987202925	0.04476728996370376			0.5716153564899451	0.06442447204453676	0.39603802559414986	0.13114705792461384	0.33216380255941497	0.12484727223739718	0.23537404021937838	0.09421967036151703	
0.9000000000000005	0.5719137111517367	0.051288862305921716					0.44968921389396704	0.011609106215319472	0.21749469835466176	0.06624657711163638	0.19271809872029247	0.005573277187352211	0.5799648994515539	0.06292759816235617	0.5596285191956124	0.06871941358457825			0.5619012797074954	0.07616063835258366	0.38672321755027417	0.11525982013803072	0.33534478976234	0.12638502290812587	0.22323802559414985	0.07042683313460546	
0.9200000000000005	0.5606201096892138	0.054828880012026154					0.44968921389396704	0.011609106215319472	0.21069835466179157	0.04401413257497584	0.19271809872029247	0.005573277187352211	0.5713652650822669	0.07089205577744542	0.5361506398537477	0.0834753372030654			0.574252285191956	0.06386130305665612	0.396744424131627	0.12395445263894658	0.33734552102376597	0.12203275060198132	0.22120219378427783	0.08289002578300311	
0.9400000000000005	0.5595056672760511	0.052731662877929034					0.44968921389396704	0.011609106215319472	0.19670201096892137	0.009336478876197431	0.19271809872029247	0.005573277187352211	0.5770164533820841	0.0796886036683141	0.5212372943327239	0.08038666994000307			0.551761608775137	0.060776956989036825	0.39547641681901274	0.11570006062641605	0.3430010968921389	0.12635814538175888	0.196763436928702	0.013228949699065433	
0.9600000000000005	0.5656087751371115	0.05450697720954438							0.19513126142595977	0.00730508204401172	0.19271809872029247	0.005573277187352211	0.5825404021937842	0.05644346501919743	0.46708153564899446	0.12302676771322307			0.5424117001828153	0.07230935560816915	0.4060372943327239	0.11968067798052402	0.3257535648994515	0.10913132495690223	0.19355173674588663	0.006585032487496001	
0.9800000000000005	0.5869148080438756	0.06617091780576864							0.1937974405850091	0.006831351717567728	0.19271809872029247	0.005573277187352211	0.49271371115173673	0.09761231414158789	0.2567283363802559	0.07751489047428209			0.47403144424131627	0.03922022065786071	0.4077068595501152	0.12339307592402964	0.32371773308957946	0.11184778759133564	0.19357806215722118	0.0069084121163873165	
0.99	0.5621776965265082	0.07491600743192575							0.1937974405850091	0.00700526309413507	0.19271809872029247	0.005573277187352211	0.3565455210237659	0.1255671824667882	0.19569287020109688	0.007680595096074827			0.4467319926873857	0.027558464152697023					0.19251627056672757	0.005419550065773013	
0.998	0.24273199268738568	0.09902936221703236							0.19271809872029247	0.005573277187352211	0.19271809872029247	0.005573277187352211	0.1977287020109689	0.012580531970690593	0.1913755027422303	0.005013857051933489			0.43933893967093224	0.018197114401582327					0.19271809872029247	0.005573277187352211	
1.0000000000000004											0.19124387568555754	0.005724516030861175							0.5614010968921389	0.0805955826233521			0.4488424131627056	0.0048183747042681874	0.19271809872029247	0.005573277187352211	


