	Comm	Comm not squared	logComm	logComm not squared	
0.0	0.6571717171717172	0.6571717171717172	null	null	
0.008403361344537815	0.7328282828282828	0.7328282828282828	0.734949494949495	0.7353535353535353	
0.01680672268907563	0.7328282828282828	0.7328282828282828	0.7458585858585858	0.745050505050505	
0.025210084033613446	0.7328282828282828	0.7328282828282828	0.7458585858585858	0.7339393939393939	
0.03361344537815126	0.7328282828282828	0.7328282828282828	0.7482828282828282	0.7227272727272728	
0.04201680672268907	0.7383838383838384	0.7383838383838384	0.7533333333333334	0.7172727272727273	
0.05042016806722689	0.7383838383838384	0.7383838383838384	0.7166666666666667	0.7162626262626263	
0.058823529411764705	0.7325252525252525	0.7325252525252525	0.7166666666666667	0.7286868686868687	
0.06722689075630252	0.7325252525252525	0.7297979797979798	0.7233333333333334	0.7286868686868687	
0.07563025210084033	0.7223232323232323	0.7223232323232323	0.7361616161616162	0.7307070707070707	
0.08403361344537814	0.7198989898989898	0.7213131313131314	0.7385858585858586	0.7135353535353536	
0.09243697478991596	0.727979797979798	0.727979797979798	0.7327272727272727	0.7236363636363636	
0.10084033613445378	0.7295959595959596	0.7295959595959596	0.7383838383838384	0.7277777777777777	
0.1092436974789916	0.7355555555555555	0.7355555555555555	0.722020202020202	0.7278787878787879	
0.11764705882352941	0.7302020202020202	0.713030303030303	0.7253535353535354	0.7243434343434344	
0.12605042016806722	0.7183838383838383	0.7183838383838383	0.7253535353535354	0.7237373737373738	
0.13445378151260504	0.7183838383838383	0.7183838383838383	0.7313131313131314	0.7326262626262626	
0.14285714285714285	0.7136363636363636	0.7136363636363636	0.753030303030303	0.7326262626262626	
0.15126050420168066	0.7145454545454546	0.7123232323232324	0.753030303030303	0.7245454545454545	
0.15966386554621848	0.730909090909091	0.730909090909091	0.7552525252525253	0.7348484848484849	
0.1680672268907563	0.7325252525252526	0.7280808080808081	0.7272727272727273	0.7272727272727273	
0.1764705882352941	0.7283838383838384	0.7408080808080808	0.7517171717171718	0.7228282828282828	
0.18487394957983191	0.721111111111111	0.7408080808080808	0.7517171717171718	0.7208080808080808	
0.19327731092436973	0.7134343434343434	0.7179797979797979	0.7361616161616162	0.7224242424242424	
0.20168067226890757	0.7246464646464645	0.7246464646464645	0.7265656565656566	0.6948484848484848	
0.21008403361344538	0.7527272727272727	0.7623232323232323	0.7203030303030302	0.7288888888888889	
0.2184873949579832	0.7295959595959596	0.7295959595959596	0.7419191919191919	0.6745454545454546	
0.226890756302521	0.724040404040404	0.7241414141414142	0.7335353535353535	0.7275757575757575	
0.23529411764705882	0.7144444444444444	0.7242424242424242	0.7292929292929293	0.701010101010101	
0.24369747899159663	0.7175757575757575	0.7179797979797979	0.7187878787878788	0.7145454545454546	
0.25210084033613445	0.7258585858585858	0.7258585858585858	0.7297979797979798	0.7113131313131313	
0.26050420168067223	0.7155555555555555	0.7236363636363636	0.733030303030303	0.7078787878787879	
0.2689075630252101	0.7012121212121212	0.7084848484848485	0.7276767676767677	0.6893939393939394	
0.2773109243697479	0.7116161616161616	0.6768686868686868	0.74	0.716969696969697	
0.2857142857142857	0.7297979797979798	0.7372727272727273	0.7404040404040404	0.7121212121212122	
0.29411764705882354	0.7123232323232324	0.7216161616161616	0.7414141414141414	0.7014141414141414	
0.3025210084033613	0.6971717171717172	0.7204040404040404	0.7433333333333333	0.7114141414141415	
0.31092436974789917	0.7139393939393939	0.6976767676767677	0.7292929292929293	0.7131313131313132	
0.31932773109243695	0.6887878787878787	0.6884848484848485	0.7351515151515151	0.7224242424242424	
0.3277310924369748	0.6897979797979797	0.6687878787878787	0.7307070707070707	0.7167676767676767	
0.3361344537815126	0.7128282828282828	0.6857575757575758	0.7380808080808081	0.7293939393939394	
0.3445378151260504	0.7046464646464646	0.7074747474747475	0.7234343434343434	0.7174747474747475	
0.3529411764705882	0.7171717171717171	0.6865656565656566	0.7238383838383838	0.7321212121212122	
0.36134453781512604	0.6885858585858585	0.696060606060606	0.7276767676767677	0.7312121212121212	
0.36974789915966383	0.6772727272727272	0.6863636363636363	0.7267676767676767	0.7286868686868686	
0.37815126050420167	0.667979797979798	0.6631313131313131	0.7325252525252525	0.7464646464646465	
0.38655462184873945	0.6883838383838384	0.6912121212121213	0.7528282828282828	0.7554545454545455	
0.3949579831932773	0.6843434343434344	0.6716161616161616	0.7582828282828282	0.757070707070707	
0.40336134453781514	0.688989898989899	0.6891919191919192	0.7567676767676768	0.756969696969697	
0.4117647058823529	0.6756565656565657	0.6756565656565657	0.732020202020202	0.7488888888888889	
0.42016806722689076	0.6751515151515152	0.6741414141414142	0.7456565656565657	0.7342424242424243	
0.42857142857142855	0.6701010101010101	0.6716161616161616	0.7430303030303029	0.7295959595959596	
0.4369747899159664	0.6763636363636364	0.6773737373737374	0.7487878787878788	0.7419191919191919	
0.4453781512605042	0.6763636363636363	0.6756565656565656	0.7412121212121212	0.7294949494949494	
0.453781512605042	0.6730303030303031	0.6683838383838384	0.7457575757575758	0.7316161616161616	
0.4621848739495798	0.6770707070707072	0.6770707070707072	0.7371717171717171	0.741010101010101	
0.47058823529411764	0.6730303030303031	0.6716161616161617	0.748989898989899	0.743030303030303	
0.4789915966386554	0.6728282828282829	0.6681818181818182	0.7445454545454545	0.749090909090909	
0.48739495798319327	0.676060606060606	0.6740404040404041	0.7519191919191919	0.7413131313131314	
0.49579831932773105	0.6736363636363637	0.6738383838383839	0.7449494949494949	0.7216161616161616	
0.5042016806722689	0.6738383838383839	0.6728282828282829	0.742929292929293	0.7490909090909091	
0.5126050420168067	0.6738383838383839	0.6738383838383839	0.7395959595959596	0.73989898989899	
0.5210084033613445	0.6728282828282829	0.6728282828282829	0.7328282828282828	0.7511111111111111	
0.5294117647058824	0.6728282828282829	0.6728282828282829	0.7339393939393939	0.7517171717171718	
0.5378151260504201	0.6728282828282829	0.6728282828282829	0.7356565656565657	0.736969696969697	
0.5462184873949579	0.6728282828282829	0.6728282828282829	0.7336363636363636	0.721010101010101	
0.5546218487394958	0.6728282828282829	0.6728282828282829	0.7306060606060607	0.73	
0.5630252100840336	0.6728282828282829	0.6728282828282829	0.7388888888888889	0.7405050505050506	
0.5714285714285714	0.6728282828282829	0.6728282828282829	0.7387878787878788	0.7440404040404041	
0.5798319327731092	0.6728282828282829	0.6728282828282829	0.7387878787878788	0.7440404040404041	
0.5882352941176471	0.6728282828282829	0.6728282828282829	0.7353535353535354	0.7363636363636363	
0.5966386554621849	0.6728282828282829	0.6728282828282829	0.7364646464646465	0.7472727272727273	
0.6050420168067226	0.6728282828282829	0.6728282828282829	0.737979797979798	0.7260606060606061	
0.6134453781512604	0.6728282828282829	0.6728282828282829	0.7323232323232323	0.7313131313131314	
0.6218487394957983	0.6728282828282829	0.6728282828282829	0.7346464646464645	0.7393939393939394	
0.6302521008403361	0.6728282828282829	0.6728282828282829	0.7360606060606061	0.7366666666666666	
0.6386554621848739	0.6728282828282829	0.6728282828282829	0.7350505050505051	0.7362626262626262	
