	Comm	Comm not squared	logComm	logComm not squared	
0.6470588235294117	0.6728282828282829	0.6728282828282829	0.7346464646464647	0.7354545454545454	
0.6554621848739496	0.6728282828282829	0.6728282828282829	0.7364646464646465	0.7347474747474747	
0.6638655462184874	0.6728282828282829	0.6728282828282829	0.7238383838383838	0.7363636363636363	
0.6722689075630252	0.6728282828282829	0.6728282828282829	0.7218181818181818	0.737070707070707	
0.680672268907563	0.6728282828282829	0.6728282828282829	0.7353535353535354	0.737070707070707	
0.6890756302521008	0.6728282828282829	0.6728282828282829	0.734949494949495	0.7345454545454545	
0.6974789915966386	0.6728282828282829	0.6728282828282829	0.759090909090909	0.7412121212121212	
0.7058823529411764	0.6728282828282829	0.6728282828282829	0.7529292929292929	0.7488888888888888	
0.7142857142857143	0.6728282828282829	0.6728282828282829	0.7482828282828282	0.7492929292929292	
0.7226890756302521	0.6728282828282829	0.6728282828282829	0.745050505050505	0.7383838383838384	
0.7310924369747899	0.6728282828282829	0.6728282828282829	0.7368686868686869	0.7449494949494949	
0.7394957983193277	0.6728282828282829	0.6728282828282829	0.7449494949494949	0.7449494949494949	
0.7478991596638656	0.6728282828282829	0.6728282828282829	0.7428282828282828	0.7428282828282828	
0.7563025210084033	0.6728282828282829	0.6728282828282829	0.7353535353535354	0.743030303030303	
0.7647058823529411	0.6728282828282829	0.6728282828282829	0.7254545454545454	0.7206060606060606	
0.7731092436974789	0.6728282828282829	0.6728282828282829	0.7234343434343434	0.7262626262626263	
0.7815126050420168	0.6728282828282829	0.6728282828282829	0.7075757575757575	0.706969696969697	
0.7899159663865546	0.6728282828282829	0.6728282828282829	0.7074747474747475	0.7089898989898991	
0.7983193277310924	0.6728282828282829	0.6728282828282829	0.7061616161616162	0.7012121212121212	
0.8067226890756303	0.6728282828282829	0.6728282828282829	0.7142424242424242	0.7034343434343434	
0.8151260504201681	0.6728282828282829	0.6728282828282829	0.7280808080808081	0.719090909090909	
0.8235294117647058	0.6728282828282829	0.6728282828282829	0.7185858585858586	0.7245454545454546	
0.8319327731092436	0.6728282828282829	0.6728282828282829	0.722929292929293	0.7265656565656566	
0.8403361344537815	0.6728282828282829	0.6728282828282829	0.7173737373737374	0.7234343434343434	
0.8487394957983193	0.6728282828282829	0.6728282828282829	0.7246464646464646	0.7234343434343434	
0.8571428571428571	0.6728282828282829	0.6728282828282829	0.7167676767676767	0.72	
0.8655462184873949	0.6728282828282829	0.6728282828282829	0.718989898989899	0.7184848484848485	
0.8739495798319328	0.6728282828282829	0.6728282828282829	0.7147474747474747	0.7198989898989898	
0.8823529411764706	0.6728282828282829	0.6728282828282829	0.7173737373737374	0.7127272727272728	
0.8907563025210083	0.6728282828282829	0.6728282828282829	0.7181818181818183	0.7288888888888889	
0.8991596638655461	0.6728282828282829	0.6728282828282829	0.7274747474747475	0.7278787878787879	
0.907563025210084	0.6728282828282829	0.6728282828282829	0.7183838383838383	0.7290909090909091	
0.9159663865546218	0.6728282828282829	0.6728282828282829	0.7165656565656566	0.7265656565656565	
0.9243697478991596	0.6728282828282829	0.6728282828282829	0.7282828282828282	0.7216161616161616	
0.9327731092436974	0.6728282828282829	0.6728282828282829	0.7205050505050505	0.7270707070707071	
0.9411764705882353	0.6728282828282829	0.6728282828282829	0.7267676767676767	0.7174747474747475	
0.9495798319327731	0.6728282828282829	0.6728282828282829	0.7272727272727273	0.7257575757575757	
0.9579831932773109	0.6728282828282829	0.6728282828282829	0.7221212121212122	0.7185858585858587	
0.9663865546218487	0.6728282828282829	0.6728282828282829	0.7231313131313132	0.7179797979797979	
0.9747899159663865	0.6728282828282829	0.6728282828282829	0.731919191919192	0.7276767676767677	
0.9831932773109243	0.6728282828282829	0.6728282828282829	0.7065656565656566	0.703030303030303	
0.9915966386554621	0.6728282828282829	0.6728282828282829	0.7181818181818183	0.7046464646464646	
