param	RSP K_mean	RSP K_sigma	Heat K_mean	Heat K_sigma	logHeat K_mean	logHeat K_sigma	Comm K_mean	Comm K_sigma	logFor K_mean	logFor K_sigma	For K_mean	For K_sigma	FE K_mean	FE K_sigma	Walk K_mean	Walk K_sigma	logComm K_mean	logComm K_sigma	pWalk K_mean	pWalk K_sigma	SCCT K_mean	SCCT K_sigma	SCT K_mean	SCT K_sigma	SP-CT K_mean	SP-CT K_sigma	
0.4400000000000001	0.4574639853747714	0.016729023226369585	0.7581791590493601	0.13914350606461956	0.7581791590493601	0.13914350606461956	0.4520628884826325	0.011621703779711185	0.8268972577696526	0.05051542921371048	0.20836416819012793	0.08689667124225049	0.7480307129798902	0.05208887845935347	0.8330310786106032	0.04781067928449437	0.9406010968921389	0.03684850360890334	0.799053747714808	0.05358177271038253	0.7264482632541133	0.23248250726956785	0.4992204753199268	0.26030149896133875	0.6695590493601462	0.0469915036049477	
0.46000000000000013	0.4547393053016453	0.02065000762280116	0.7489608775137111	0.17127768463127205	0.7489608775137111	0.17127768463127205	0.45123363802559413	0.010246205626348103	0.8297711151736745	0.05488649150191596	0.20836416819012793	0.08689667124225049	0.7516109689213892	0.05671950764110222	0.8348255941499084	0.04829812891552086	0.9335590493601461	0.050534293452349416	0.8008	0.05600024230502139	0.7199941499085922	0.2276154939596936	0.48709762340036555	0.2660698620202163	0.6748548446069469	0.04618592489311225	
0.48000000000000015	0.44991297989031076	0.02517073662622295	0.7440687385740401	0.1713738121762712	0.7440687385740401	0.1713738121762712	0.4469820840950639	0.014756451528468731	0.8358478976234003	0.051186769890952215	0.20836416819012793	0.08689667124225049	0.7710303473491773	0.04670508121563023	0.8457945155393053	0.04042468803935848	0.9367795246800731	0.035186892201965435	0.8068943327239488	0.05552878658547194	0.7205382084095063	0.2286288649747929	0.49804021937842774	0.25492039978844755	0.6813528336380256	0.04828553997683453	
0.5000000000000001	0.45626179159049357	0.02183423706945497	0.7506457038391224	0.17300231625550516	0.7506457038391224	0.17300231625550516	0.44676270566727605	0.01389986115720704	0.8181616087751371	0.0462296692328294	0.2070303473491773	0.08023614969194481	0.779871297989031	0.0437856787034559	0.8384190127970749	0.04683831029557156	0.9369287020109688	0.033952562308878546	0.8108914076782449	0.04791657606804102	0.7127283363802559	0.2434532879300979	0.4963510054844606	0.2560887451862482	0.6709060329067641	0.0606364140539074	
0.5200000000000001	0.4506588665447897	0.020207209445230905	0.7509396709323584	0.17690112738491534	0.7509396709323584	0.17690112738491534	0.44610457038391216	0.013733901419252185	0.8274500914076782	0.04577771637888318	0.20680219378427783	0.08028250604572564	0.7812753199268738	0.051973018286806054	0.8430917733089579	0.04953786936598927	0.9361652650822668	0.043082821109056896	0.8092987202925045	0.048577990301614256	0.695252650822669	0.2634129082317752	0.5064424131627056	0.2609461770153214	0.674946983546618	0.05640189442422603	
0.5400000000000001	0.45759122486288845	0.02131119346500177	0.7195334552102376	0.22428895838218807	0.7195334552102376	0.22428895838218807	0.4469469835466179	0.013653553608882077	0.8304511882998171	0.05330719484599547	0.20680219378427783	0.08028250604572564	0.776435831809872	0.04904653245696807	0.8438376599634368	0.052946550272071534	0.926126508226691	0.04697015138506644	0.8146647166361974	0.04017095572657912	0.6933352833638026	0.2510770597428469	0.5205879341864716	0.2525026740844014	0.6779919561243145	0.05902675191629796	
0.5600000000000002	0.4584511882998171	0.019766144462128186	0.684235466179159	0.26341558218418226	0.684235466179159	0.26341558218418226	0.4469469835466179	0.013653553608882077	0.8159195612431444	0.047639047631737076	0.20680219378427783	0.08028250604572564	0.7871634369287019	0.04891572097246379	0.8494449725776964	0.04614776449583296	0.9181060329067641	0.06076817098746907	0.8145945155393052	0.035943858870163437	0.6893952468007312	0.2581113545211588	0.5305872029250456	0.2634513127188847	0.6792599634369287	0.05419873740783557	
0.5800000000000002	0.45460767824497256	0.01867686848344149	0.6738676416819013	0.25995735126594305	0.6738676416819013	0.25995735126594305	0.4469469835466179	0.013653553608882077	0.8046698354661791	0.058058979278379906	0.20680219378427783	0.08028250604572564	0.791454478976234	0.05018686390398176	0.8391517367458866	0.039234266834234324	0.9121696526508226	0.07326476248987532	0.8146120658135283	0.037244365386711845	0.7061513711151736	0.25742837675104197	0.5026954296160877	0.27263030011910233	0.6800014625228519	0.061085860845606535	
0.6000000000000002	0.4553535648994515	0.02422954374277242	0.6757850091407677	0.2611893035530731	0.6757850091407677	0.2611893035530731	0.4469469835466179	0.013653553608882077	0.8096936014625227	0.05856390986626521	0.20680219378427783	0.08028250604572564	0.8028797074954295	0.056118343625371526	0.8386208409506398	0.034821449226065025	0.9053601462522852	0.08641597009873213	0.8108606946983546	0.03956626585490969	0.7015795246800731	0.25255913312554856	0.47807239488117	0.27396126679747307	0.6859422303473491	0.05971200698095698	
0.6200000000000002	0.45455063985374766	0.029315365368211346	0.668870201096892	0.2569861892791833	0.668870201096892	0.2569861892791833	0.4469469835466179	0.013653553608882077	0.7997820840950639	0.06481046029381689	0.20680219378427783	0.08028250604572564	0.8079166361974406	0.04393844551614416	0.8327327239488116	0.03832943473553155	0.901016453382084	0.08838488754082661	0.8214391224862888	0.04321435227915757	0.6795056672760512	0.2540188736047291	0.48768117001828154	0.2577285740343781	0.6807648994515538	0.06549731989530956	
